client_id,requests_per_minute,requests_per_5_min,requests_per_hour,unique_hash_count,duplicate_ratio,pow_attempt_rate,hash_diversity,upload_to_query_ratio,inter_request_time_variance,burst_score,session_duration,cross_user_hash_overlap,is_anomaly,attack_label
usr_2,15000,15000,15000,7750,0.4226666666666667,0.4226666666666667,0.5166666666666667,2.3256528417818743,1.534041151231454e-05,1.0,30.461534753907472,306,True,dedup_dos
wdev_0,15000,15000,15000,4198,0.574,0.574,0.27986666666666665,0.8849557522123894,1.2459371487113907e-05,1.0,22.94333642697893,926,True,dedup_dos
homes4,15000,15000,15000,4258,0.7161333333333333,0.7161333333333333,0.28386666666666666,4258.0,1.061745458864919e-05,1.0,19.04634706210345,1706,True,dedup_dos
wdev_1,1053,1053,1053,156,0.8518518518518519,0.8518518518518519,0.14814814814814814,156.0,2.5247836388822313e-05,1.0,5.0645665428601205,58,True,ownership_fraud
homes5,15000,15000,15000,4155,0.7228666666666667,0.7228666666666667,0.277,2077.5,9.982373113202635e-06,1.0,17.371810800861567,942,True,dedup_dos
homes6,15000,15000,15000,3409,0.7726,0.7726,0.22726666666666667,1704.5,1.064918530830973e-05,1.0,18.7104512732476,2385,True,dedup_dos
wdev_2,15000,15000,15000,4141,0.7239333333333333,0.7239333333333333,0.2760666666666667,4141.0,1.5238839526748977e-05,1.0,28.49506856314838,1591,True,dedup_dos
wdev_3,680,680,680,118,0.825,0.825,0.17352941176470588,10.9,2.5147477640517776e-05,1.0,3.5490730106830597,82,True,ownership_fraud
homes7,15000,15000,15000,3860,0.7426,0.7426,0.25733333333333336,3860.0,1.0409765820881268e-05,1.0,18.182968709152192,2631,True,dedup_dos
homes8,15000,15000,15000,5104,0.6597333333333333,0.6597333333333333,0.34026666666666666,5104.0,9.56776325080873e-06,1.0,16.490661849733442,3431,True,dedup_dos
web_0,15000,15000,15000,2314,0.8384666666666667,0.8384666666666667,0.15426666666666666,6.790996784565916,2.149211442761512e-05,1.0,56.349679520353675,123,True,dedup_dos
homes9,15000,15000,15000,3755,0.7248,0.7248,0.25033333333333335,9.557544757033249,9.930957166809726e-06,1.0,17.449712817091495,2498,True,dedup_dos
web_1,10272,15000,15000,2925,0.5016666666666667,0.5016666666666667,0.195,0.35000903016073687,2.2950980611673648e-05,0.6848,81.88234562100843,216,True,dedup_dos
ikki10,15000,15000,15000,5505,0.6174,0.6174,0.367,22.234817813765183,4.929665141919913e-06,1.0,8.23038391303271,2997,True,ownership_fraud
web_2,15000,15000,15000,4937,0.0138,0.0138,0.32913333333333333,0.006463464416927473,2.226266047433583e-05,1.0,55.83102075802162,13,True,hash_probing
web_3,9310,15000,15000,8020,0.3900666666666667,0.3900666666666667,0.5346666666666666,1.3339285714285714,2.3641315748927336e-05,0.6206666666666667,94.90719260601327,124,True,dedup_dos
ikki11,15000,15000,15000,5716,0.6161333333333333,0.6161333333333333,0.38106666666666666,1.9942797711908475,3.976269801870273e-06,1.0,6.869509551208466,710,True,ownership_fraud
ikki12,15000,15000,15000,6336,0.574,0.574,0.4224,113.10714285714286,5.11490426388162e-06,1.0,8.47059038002044,2549,True,ownership_fraud
ikki13,6272,6272,6272,2416,0.6127232142857143,0.6127232142857143,0.3852040816326531,22.58252427184466,3.3739641217239552e-06,1.0,2.3149856980890036,700,True,ownership_fraud
ikki14,339,339,339,215,0.36578171091445427,0.36578171091445427,0.6342182890855457,215.0,1.7520847105074896e-05,1.0,0.7660874151624739,172,True,dedup_dos
ikki15,15000,15000,15000,3319,0.7724,0.7724,0.22126666666666667,21.91275167785235,1.351083368857296e-05,1.0,24.554118864703923,2541,True,dedup_dos
ikki16,15000,15000,15000,7185,0.5207333333333334,0.5207333333333334,0.479,1436.8,2.9878807264974938e-06,1.0,4.797097561880946,1549,True,ownership_fraud
ikki17,15000,15000,15000,2996,0.8002666666666667,0.8002666666666667,0.19973333333333335,2996.0,1.4989791877927882e-05,1.0,27.89295986201614,1478,True,dedup_dos
ikki18,15000,15000,15000,2764,0.8157333333333333,0.8157333333333333,0.18426666666666666,2764.0,1.4260782113461122e-05,1.0,26.167683709878474,1525,True,dedup_dos
ikki19,15000,15000,15000,3688,0.754,0.754,0.24586666666666668,1844.0,1.2380784190365447e-05,1.0,21.9526768126525,1584,True,dedup_dos
smoke-client,3,3,3,1,0.0,0.0,0.3333333333333333,1.0,1.982680669243564e-05,1.0,0.029696941375732422,0,True,normal
